ID,Pe_F,Pe_R,Pe_ratio,Span_F,Span_R,Span_ratio,MAG_ID,SLG_ID
k141_30280:40739-40755-40869-40885,18,48,0.73,12,30,0.71,SLG221_DASTool_bins_41,SLG660
k141_30280:40739-40755-40869-40885,12,16,0.57,8,14,0.64,SLG221_DASTool_bins_41,SLG1104
k141_30280:40739-40755-40869-40885,46,26,0.36,27,19,0.41,SLG221_DASTool_bins_41,SLG779
k141_30280:40739-40755-40869-40885,20,8,0.29,9,4,0.31,SLG221_DASTool_bins_41,SLG709
k141_30280:40739-40755-40869-40885,24,28,0.54,16,22,0.58,SLG221_DASTool_bins_41,SLG659
k141_30280:40739-40755-40869-40885,24,8,0.25,15,5,0.25,SLG221_DASTool_bins_41,SLG220
k141_30280:40739-40755-40869-40885,28,46,0.62,18,31,0.63,SLG221_DASTool_bins_41,SLG615
k141_30280:40739-40755-40869-40885,18,26,0.59,13,19,0.59,SLG221_DASTool_bins_41,SLG654
k141_30280:40739-40755-40869-40885,28,8,0.22,16,5,0.24,SLG221_DASTool_bins_41,SLG617
k141_30280:40739-40755-40869-40885,18,14,0.44,13,12,0.48,SLG221_DASTool_bins_41,SLG326B
k141_30280:40739-40755-40869-40885,8,6,0.43,5,5,0.5,SLG221_DASTool_bins_41,SLG1009
k141_305449:1875-1890-2005-2020,8,6,0.43,6,6,0.5,SLG421_DASTool_bins_SLG421_bin.103,SLG443
k141_30799:15925-15947-16226-16248,4,20,0.83,3,14,0.82,SLG1009_DASTool_bins_SLG1009_bin.39,SLG618
k141_33087:313153-313169-313226-313242,8,8,0.5,5,4,0.44,SLG939_DASTool_bins_3_sub,SLG940
k141_34744:42006-42027-42199-42220,0,6,1.0,0,4,1.0,SLG712_DASTool_bins_SLG712_bin.26,SLG1156
k141_36007:52183-52204-52453-52474,0,14,1.0,0,10,1.0,SLG193_DASTool_bins_10,SLG617
k141_36007:52183-52204-52453-52474,22,12,0.35,15,6,0.29,SLG193_DASTool_bins_10,SLG1156
k141_36007:52183-52204-52453-52474,26,22,0.46,17,12,0.41,SLG193_DASTool_bins_10,SLG779
k141_36007:52183-52204-52453-52474,34,16,0.32,20,8,0.29,SLG193_DASTool_bins_10,SLG1132
k141_36007:52183-52204-52453-52474,2,48,0.96,0,35,1.0,SLG193_DASTool_bins_10,SLG326B
k141_36007:52183-52204-52453-52474,46,12,0.21,30,8,0.21,SLG193_DASTool_bins_10,SLG441
k141_36007:52183-52204-52453-52474,48,24,0.33,26,14,0.35,SLG193_DASTool_bins_10,SLG776
k141_36007:52183-52204-52453-52474,8,10,0.56,5,4,0.44,SLG193_DASTool_bins_10,SLG442
k141_36007:52183-52204-52453-52474,10,100,0.91,5,56,0.92,SLG193_DASTool_bins_10,SLG191
k141_36007:52183-52204-52453-52474,48,18,0.27,26,10,0.28,SLG193_DASTool_bins_10,SLG594
k141_36007:52183-52204-52453-52474,0,36,1.0,0,21,1.0,SLG193_DASTool_bins_10,SLG219
k141_36007:52183-52204-52453-52474,58,12,0.17,32,7,0.18,SLG193_DASTool_bins_10,SLG710
k141_36007:52183-52204-52453-52474,46,36,0.44,33,23,0.41,SLG193_DASTool_bins_10,SLG888
k141_36007:52183-52204-52453-52474,48,34,0.41,25,20,0.44,SLG193_DASTool_bins_10,SLG613
k141_36007:52183-52204-52453-52474,6,52,0.9,3,36,0.92,SLG193_DASTool_bins_10,SLG614
k141_36007:52183-52204-52453-52474,22,12,0.35,12,8,0.4,SLG193_DASTool_bins_10,SLG618
k141_36007:52183-52204-52453-52474,6,10,0.62,4,6,0.6,SLG193_DASTool_bins_10,SLG777
k141_36007:52183-52204-52453-52474,28,8,0.22,15,5,0.25,SLG193_DASTool_bins_10,SLG222
k141_36007:52183-52204-52453-52474,66,10,0.13,38,8,0.17,SLG193_DASTool_bins_10,SLG1103
k141_36007:52183-52204-52453-52474,118,8,0.06,71,5,0.07,SLG193_DASTool_bins_10,SLG657
k141_36807:74266-74289-74992-75015,0,14,1.0,0,11,1.0,SLG1133_DASTool_bins_SLG1133_bin.13,SLG594
k141_36807:74266-74289-74992-75015,0,24,1.0,0,15,1.0,SLG1133_DASTool_bins_SLG1133_bin.13,SLG938
k141_36807:74266-74289-74992-75015,0,10,1.0,0,4,1.0,SLG1133_DASTool_bins_SLG1133_bin.13,SLG620
k141_36807:74266-74289-74992-75015,0,14,1.0,0,10,1.0,SLG1133_DASTool_bins_SLG1133_bin.13,SLG887
k141_36807:74266-74289-74992-75015,2,6,0.75,0,5,1.0,SLG1133_DASTool_bins_SLG1133_bin.13,SLG940
k141_36807:74266-74289-74992-75015,0,14,1.0,0,6,1.0,SLG1133_DASTool_bins_SLG1133_bin.13,SLG937
k141_36807:74266-74289-74992-75015,0,10,1.0,0,5,1.0,SLG1133_DASTool_bins_SLG1133_bin.13,SLG886
k141_36807:74266-74289-74992-75015,0,14,1.0,0,8,1.0,SLG1133_DASTool_bins_SLG1133_bin.13,SLG422
k141_36807:74266-74289-74992-75015,2,10,0.83,0,4,1.0,SLG1133_DASTool_bins_SLG1133_bin.13,SLG1132
k141_36807:76789-76801-77525-77537,0,6,1.0,0,4,1.0,SLG1133_DASTool_bins_SLG1133_bin.13,SLG1206
k141_36807:76789-76801-77525-77537,0,16,1.0,0,9,1.0,SLG1133_DASTool_bins_SLG1133_bin.13,SLG937
k141_36807:76789-76801-77525-77537,2,8,0.8,0,4,1.0,SLG1133_DASTool_bins_SLG1133_bin.13,SLG655
k141_36807:76789-76801-77525-77537,4,8,0.67,0,6,1.0,SLG1133_DASTool_bins_SLG1133_bin.13,SLG659
k141_36807:76789-76801-77525-77537,2,6,0.75,0,5,1.0,SLG1133_DASTool_bins_SLG1133_bin.13,SLG938
k141_36807:76789-76801-77525-77537,0,8,1.0,0,4,1.0,SLG1133_DASTool_bins_SLG1133_bin.13,SLG421
k141_36807:76789-76801-77525-77537,0,6,1.0,0,4,1.0,SLG1133_DASTool_bins_SLG1133_bin.13,SLG442
k141_36807:76789-76801-77525-77537,0,6,1.0,0,4,1.0,SLG1133_DASTool_bins_SLG1133_bin.13,SLG620
k141_36807:76789-76801-77525-77537,6,24,0.8,1,17,0.94,SLG1133_DASTool_bins_SLG1133_bin.13,SLG886
k141_36807:76789-76801-77525-77537,0,14,1.0,0,7,1.0,SLG1133_DASTool_bins_SLG1133_bin.13,SLG1103
k141_38024:9252-9269-9376-9393,38,6,0.14,31,4,0.11,SLG594_DASTool_bins_SLG594_bin.32,SLG220
k141_40066:40903-40925-41174-41196,68,18,0.21,30,8,0.21,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1122
k141_40066:40903-40925-41174-41196,0,26,1.0,0,12,1.0,SLG1120_DASTool_bins_SLG1120_bin.75,SLG222
k141_40066:40903-40925-41174-41196,4,18,0.82,2,12,0.86,SLG1120_DASTool_bins_SLG1120_bin.75,SLG219
k141_40066:40903-40925-41174-41196,6,24,0.8,3,11,0.79,SLG1120_DASTool_bins_SLG1120_bin.75,SLG221
k141_40066:40903-40925-41174-41196,2,24,0.92,1,11,0.92,SLG1120_DASTool_bins_SLG1120_bin.75,SLG220
k141_40066:40903-40925-41174-41196,86,34,0.28,46,16,0.26,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1215
k141_40066:40903-40925-41174-41196,0,14,1.0,0,8,1.0,SLG1120_DASTool_bins_SLG1120_bin.75,SLG191
k141_40066:40903-40925-41174-41196,8,18,0.69,5,12,0.71,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1133
k141_40066:40903-40925-41174-41196,6,10,0.62,3,6,0.67,SLG1120_DASTool_bins_SLG1120_bin.75,SLG659
k141_40066:40903-40925-41174-41196,46,8,0.15,21,6,0.22,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1103
k141_40066:40903-40925-41174-41196,6,24,0.8,4,13,0.76,SLG1120_DASTool_bins_SLG1120_bin.75,SLG658
k141_40066:40903-40925-41174-41196,32,12,0.27,20,7,0.26,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1205
k141_40066:40903-40925-41174-41196,12,6,0.33,7,5,0.42,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1207
k141_40066:40903-40925-41174-41196,2,12,0.86,1,7,0.88,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1206
k141_40066:40903-40925-41174-41196,6,36,0.86,3,23,0.88,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1173
k141_40066:40903-40925-41174-41196,0,20,1.0,0,12,1.0,SLG1120_DASTool_bins_SLG1120_bin.75,SLG193
k141_40066:40903-40925-41174-41196,14,10,0.42,6,5,0.45,SLG1120_DASTool_bins_SLG1120_bin.75,SLG992
k141_40066:40903-40925-41174-41196,4,10,0.71,3,7,0.7,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1208
k141_40066:40903-40925-41174-41196,8,8,0.5,7,4,0.36,SLG1120_DASTool_bins_SLG1120_bin.75,SLG943
k141_40066:40903-40925-41174-41196,24,34,0.59,15,19,0.56,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1121
k141_40066:40903-40925-41174-41196,28,12,0.3,17,5,0.23,SLG1120_DASTool_bins_SLG1120_bin.75,SLG938
k141_40066:40903-40925-41174-41196,94,8,0.08,54,5,0.08,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1171
k141_40066:40903-40925-41174-41196,18,56,0.76,11,28,0.72,SLG1120_DASTool_bins_SLG1120_bin.75,SLG657
k141_40066:40903-40925-41174-41196,10,42,0.81,7,24,0.77,SLG1120_DASTool_bins_SLG1120_bin.75,SLG889
k141_40066:40903-40925-41174-41196,14,10,0.42,13,5,0.28,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1010
k141_40066:40903-40925-41174-41196,6,40,0.87,3,21,0.88,SLG1120_DASTool_bins_SLG1120_bin.75,SLG711
k141_40066:40903-40925-41174-41196,4,26,0.87,3,14,0.82,SLG1120_DASTool_bins_SLG1120_bin.75,SLG442
k141_40066:40903-40925-41174-41196,0,12,1.0,0,5,1.0,SLG1120_DASTool_bins_SLG1120_bin.75,SLG441
k141_40066:40903-40925-41174-41196,0,22,1.0,0,14,1.0,SLG1120_DASTool_bins_SLG1120_bin.75,SLG709
k141_40066:40903-40925-41174-41196,22,34,0.61,12,21,0.64,SLG1120_DASTool_bins_SLG1120_bin.75,SLG529
k141_40066:40903-40925-41174-41196,18,22,0.55,6,8,0.57,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1104
k141_40066:40903-40925-41174-41196,8,20,0.71,3,11,0.79,SLG1120_DASTool_bins_SLG1120_bin.75,SLG653
k141_40066:40903-40925-41174-41196,36,10,0.22,22,7,0.24,SLG1120_DASTool_bins_SLG1120_bin.75,SLG991
k141_40066:40903-40925-41174-41196,8,32,0.8,4,19,0.83,SLG1120_DASTool_bins_SLG1120_bin.75,SLG326B
k141_40066:40903-40925-41174-41196,16,10,0.38,7,5,0.42,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1214
k141_40066:40903-40925-41174-41196,2,8,0.8,1,4,0.8,SLG1120_DASTool_bins_SLG1120_bin.75,SLG618
k141_40066:40903-40925-41174-41196,2,14,0.88,1,6,0.86,SLG1120_DASTool_bins_SLG1120_bin.75,SLG620
k141_41383:48834-48853-48918-48937,12,6,0.33,7,6,0.46,SLG659_DASTool_bins_115_sub,SLG424
k141_41383:48834-48853-48918-48937,8,8,0.5,4,8,0.67,SLG659_DASTool_bins_115_sub,SLG529
k141_41383:48834-48853-48918-48937,4,8,0.67,4,7,0.64,SLG659_DASTool_bins_115_sub,SLG777
k141_41383:48834-48853-48918-48937,8,6,0.43,5,5,0.5,SLG659_DASTool_bins_115_sub,SLG1216
k141_41485:21429-21451-21547-21569,0,20,1.0,0,17,1.0,SLG421_DASTool_bins_17_sub,SLG219
k141_41485:21429-21451-21547-21569,0,6,1.0,0,4,1.0,SLG421_DASTool_bins_17_sub,SLG653
k141_41485:21429-21451-21547-21569,0,8,1.0,0,4,1.0,SLG421_DASTool_bins_17_sub,SLG1009
k141_41485:21429-21451-21547-21569,0,10,1.0,0,6,1.0,SLG421_DASTool_bins_17_sub,SLG444
k141_41485:21429-21451-21547-21569,0,16,1.0,0,10,1.0,SLG421_DASTool_bins_17_sub,SLG194
k141_41485:21429-21451-21547-21569,0,12,1.0,0,8,1.0,SLG421_DASTool_bins_17_sub,SLG940
k141_41485:21429-21451-21547-21569,0,6,1.0,0,6,1.0,SLG421_DASTool_bins_17_sub,SLG596
k141_41485:21429-21451-21547-21569,0,18,1.0,0,12,1.0,SLG421_DASTool_bins_17_sub,SLG712
k141_41485:21429-21451-21547-21569,2,16,0.89,0,10,1.0,SLG421_DASTool_bins_17_sub,SLG221
k141_4236:40505-40536-40903-40934,12,8,0.4,8,4,0.33,SLG618_DASTool_bins_SLG618_bin.4,SLG618
k141_4236:40505-40536-40903-40934,6,14,0.7,4,13,0.76,SLG618_DASTool_bins_SLG618_bin.4,SLG221
k141_4236:40505-40536-40903-40934,0,14,1.0,0,8,1.0,SLG618_DASTool_bins_SLG618_bin.4,SLG1102
k141_43751:29622-29642-29810-29830,34,10,0.23,17,6,0.26,SLG221_DASTool_bins_41,SLG441
k141_43751:29622-29642-29810-29830,90,6,0.06,59,4,0.06,SLG221_DASTool_bins_41,SLG422
k141_43751:29622-29642-29810-29830,38,42,0.52,20,25,0.56,SLG221_DASTool_bins_41,SLG191
k141_43751:29622-29642-29810-29830,26,10,0.28,15,7,0.32,SLG221_DASTool_bins_41,SLG1010
k141_43751:29622-29642-29810-29830,80,6,0.07,41,4,0.09,SLG221_DASTool_bins_41,SLG593
k141_43751:29622-29642-29810-29830,150,10,0.06,91,7,0.07,SLG221_DASTool_bins_41,SLG655
k141_43751:29622-29642-29810-29830,12,12,0.5,9,6,0.4,SLG221_DASTool_bins_41,SLG1103
k141_43751:29622-29642-29810-29830,46,8,0.15,30,6,0.17,SLG221_DASTool_bins_41,SLG1156
k141_43751:29622-29642-29810-29830,120,10,0.08,72,7,0.09,SLG221_DASTool_bins_41,SLG615
k141_43751:29622-29642-29810-29830,14,6,0.3,7,4,0.36,SLG221_DASTool_bins_41,SLG1215
k141_43751:29622-29642-29810-29830,32,40,0.56,17,20,0.54,SLG221_DASTool_bins_41,SLG193
k141_43751:29622-29642-29810-29830,20,14,0.41,11,7,0.39,SLG221_DASTool_bins_41,SLG1104
k141_43751:29622-29642-29810-29830,8,6,0.43,5,4,0.44,SLG221_DASTool_bins_41,SLG1173
k141_43751:29622-29642-29810-29830,42,10,0.19,23,6,0.21,SLG221_DASTool_bins_41,SLG221
k141_4450:13730-13760-14265-14295,296,8,0.03,196,6,0.03,SLG441_DASTool_bins_SLG441_bin.23_sub,SLG1163
k141_46672:14690-14707-14883-14900,10,10,0.5,8,7,0.47,SLG1120_DASTool_bins_SLG1120_bin.75,SLG656
k141_46672:14690-14707-14883-14900,32,8,0.2,18,6,0.25,SLG1120_DASTool_bins_SLG1120_bin.75,SLG711
k141_46672:14690-14707-14883-14900,40,6,0.13,22,4,0.15,SLG1120_DASTool_bins_SLG1120_bin.75,SLG221
k141_46672:14690-14707-14883-14900,48,20,0.29,25,11,0.31,SLG1120_DASTool_bins_SLG1120_bin.75,SLG776
k141_46672:14690-14707-14883-14900,18,8,0.31,9,5,0.36,SLG1120_DASTool_bins_SLG1120_bin.75,SLG595
k141_46672:14690-14707-14883-14900,112,8,0.07,66,5,0.07,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1171
k141_46672:14690-14707-14883-14900,8,8,0.5,4,4,0.5,SLG1120_DASTool_bins_SLG1120_bin.75,SLG659
k141_46672:14690-14707-14883-14900,2,56,0.97,1,27,0.96,SLG1120_DASTool_bins_SLG1120_bin.75,SLG889
k141_46672:14690-14707-14883-14900,16,12,0.43,11,6,0.35,SLG1120_DASTool_bins_SLG1120_bin.75,SLG944
k141_46672:14690-14707-14883-14900,0,62,1.0,0,32,1.0,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1133
k141_46672:14690-14707-14883-14900,50,6,0.11,32,5,0.14,SLG1120_DASTool_bins_SLG1120_bin.75,SLG658
k141_46672:14690-14707-14883-14900,2,12,0.86,1,8,0.89,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1009
k141_46672:14690-14707-14883-14900,0,6,1.0,0,4,1.0,SLG1120_DASTool_bins_SLG1120_bin.75,SLG615
k141_46672:14690-14707-14883-14900,12,6,0.33,5,4,0.44,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1010
k141_46672:14690-14707-14883-14900,34,8,0.19,19,5,0.21,SLG1120_DASTool_bins_SLG1120_bin.75,SLG193
k141_46918:7404-7422-8104-8122,72,12,0.14,44,5,0.1,SLG193_DASTool_bins_10,SLG422
k141_46918:7404-7422-8104-8122,2,130,0.98,2,78,0.98,SLG193_DASTool_bins_10,SLG1172
k141_46918:7404-7422-8104-8122,14,14,0.5,6,8,0.57,SLG193_DASTool_bins_10,SLG992
k141_46918:7404-7422-8104-8122,46,8,0.15,20,5,0.2,SLG193_DASTool_bins_10,SLG441
k141_46918:7404-7422-8104-8122,2,24,0.92,1,17,0.94,SLG193_DASTool_bins_10,SLG1215
k141_46918:7404-7422-8104-8122,14,10,0.42,9,7,0.44,SLG193_DASTool_bins_10,SLG1102
k141_46918:7404-7422-8104-8122,0,8,1.0,0,6,1.0,SLG193_DASTool_bins_10,SLG1205
k141_46918:7404-7422-8104-8122,0,82,1.0,0,42,1.0,SLG193_DASTool_bins_10,SLG192
k141_46918:7404-7422-8104-8122,14,22,0.61,6,15,0.71,SLG193_DASTool_bins_10,SLG615
k141_46918:7404-7422-8104-8122,4,32,0.89,0,18,1.0,SLG193_DASTool_bins_10,SLG1206
k141_46918:7404-7422-8104-8122,2,220,0.99,1,130,0.99,SLG193_DASTool_bins_10,SLG660
k141_46918:7404-7422-8104-8122,0,22,1.0,0,13,1.0,SLG193_DASTool_bins_10,SLG939
k141_46918:7404-7422-8104-8122,0,14,1.0,0,4,1.0,SLG193_DASTool_bins_10,SLG779
k141_46918:7404-7422-8104-8122,0,60,1.0,0,32,1.0,SLG193_DASTool_bins_10,SLG424
k141_46918:7404-7422-8104-8122,82,50,0.38,41,28,0.41,SLG193_DASTool_bins_10,SLG1103
k141_46918:7404-7422-8104-8122,40,18,0.31,24,11,0.31,SLG193_DASTool_bins_10,SLG937
k141_46918:7404-7422-8104-8122,26,12,0.32,13,7,0.35,SLG193_DASTool_bins_10,SLG889
k141_46918:7404-7422-8104-8122,18,8,0.31,7,6,0.46,SLG193_DASTool_bins_10,SLG222
k141_46918:7404-7422-8104-8122,44,24,0.35,22,13,0.37,SLG193_DASTool_bins_10,SLG1121
k141_46918:7404-7422-8104-8122,12,14,0.54,3,9,0.75,SLG193_DASTool_bins_10,SLG326B
k141_46918:7404-7422-8104-8122,14,20,0.59,6,13,0.68,SLG193_DASTool_bins_10,SLG1155.554
k141_46918:7404-7422-8104-8122,4,8,0.67,1,5,0.83,SLG193_DASTool_bins_10,SLG941
k141_46918:7404-7422-8104-8122,18,44,0.71,13,29,0.69,SLG193_DASTool_bins_10,SLG328B
k141_46918:7404-7422-8104-8122,2,200,0.99,0,123,1.0,SLG193_DASTool_bins_10,SLG938
k141_46918:7404-7422-8104-8122,2,106,0.98,1,65,0.98,SLG193_DASTool_bins_10,SLG943
k141_46918:7404-7422-8104-8122,14,68,0.83,10,33,0.77,SLG193_DASTool_bins_10,SLG776
k141_46918:7404-7422-8104-8122,0,24,1.0,0,12,1.0,SLG193_DASTool_bins_10,SLG1122
k141_46918:7404-7422-8104-8122,46,10,0.18,23,4,0.15,SLG193_DASTool_bins_10,SLG658
k141_46918:7404-7422-8104-8122,32,52,0.62,17,25,0.6,SLG193_DASTool_bins_10,SLG1132
k141_46918:7404-7422-8104-8122,8,96,0.92,4,60,0.94,SLG193_DASTool_bins_10,SLG1214
k141_46918:7404-7422-8104-8122,70,68,0.49,39,42,0.52,SLG193_DASTool_bins_10,SLG888
k141_46918:7404-7422-8104-8122,2,18,0.9,0,8,1.0,SLG193_DASTool_bins_10,SLG1156
k141_46918:7404-7422-8104-8122,6,94,0.94,3,55,0.95,SLG193_DASTool_bins_10,SLG887
k141_46918:7404-7422-8104-8122,6,12,0.67,1,8,0.89,SLG193_DASTool_bins_10,SLG1157
k141_46918:7404-7422-8104-8122,0,44,1.0,0,24,1.0,SLG193_DASTool_bins_10,SLG1010
k141_46918:7404-7422-8104-8122,2,42,0.95,0,17,1.0,SLG193_DASTool_bins_10,SLG1009
k141_46918:7404-7422-8104-8122,12,14,0.54,8,10,0.56,SLG193_DASTool_bins_10,SLG1104
k141_46918:7404-7422-8104-8122,6,94,0.94,3,53,0.95,SLG193_DASTool_bins_10,SLG1216
k141_46918:7404-7422-8104-8122,24,82,0.77,12,46,0.79,SLG193_DASTool_bins_10,SLG613
k141_46918:7404-7422-8104-8122,4,10,0.71,4,7,0.64,SLG193_DASTool_bins_10,SLG530
k141_46918:7404-7422-8104-8122,6,6,0.5,2,5,0.71,SLG193_DASTool_bins_10,SLG1007
k141_46918:7404-7422-8104-8122,34,8,0.19,20,6,0.23,SLG193_DASTool_bins_10,SLG886
k141_46918:7404-7422-8104-8122,2,78,0.98,0,39,1.0,SLG193_DASTool_bins_10,SLG944
k141_46918:7404-7422-8104-8122,98,26,0.21,61,18,0.23,SLG193_DASTool_bins_10,SLG654
k141_46918:7404-7422-8104-8122,0,10,1.0,0,7,1.0,SLG193_DASTool_bins_10,SLG444
k141_46918:7404-7422-8104-8122,84,50,0.37,46,26,0.36,SLG193_DASTool_bins_10,SLG710
k141_46918:7404-7422-8104-8122,8,50,0.86,4,24,0.86,SLG193_DASTool_bins_10,SLG1213
k141_46918:7404-7422-8104-8122,2,64,0.97,0,35,1.0,SLG193_DASTool_bins_10,SLG942
k141_46918:7404-7422-8104-8122,0,18,1.0,0,11,1.0,SLG193_DASTool_bins_10,SLG1155.555
k141_46918:7404-7422-8104-8122,2,108,0.98,1,61,0.98,SLG193_DASTool_bins_10,SLG593
k141_46918:7404-7422-8104-8122,132,6,0.04,70,4,0.05,SLG193_DASTool_bins_10,SLG657
k141_46918:7404-7422-8104-8122,2,26,0.93,0,15,1.0,SLG193_DASTool_bins_10,SLG1123
k141_46918:7404-7422-8104-8122,66,88,0.57,36,49,0.58,SLG193_DASTool_bins_10,SLG594
k141_46918:7404-7422-8104-8122,6,110,0.95,3,59,0.95,SLG193_DASTool_bins_10,SLG709
k141_47858:31761-31778-31972-31989,40,24,0.38,21,16,0.43,SLG1208_DASTool_bins_12,SLG1207
k141_47858:31761-31778-31972-31989,14,12,0.46,8,6,0.43,SLG1208_DASTool_bins_12,SLG1208
k141_48173:1590-1610-1698-1718,6,18,0.75,4,11,0.73,SLG191_DASTool_bins_89,SLG595
k141_48173:1590-1610-1698-1718,94,8,0.08,71,4,0.05,SLG191_DASTool_bins_89,SLG192
k141_48173:1590-1610-1698-1718,38,6,0.14,25,4,0.14,SLG191_DASTool_bins_89,SLG615
k141_48173:1590-1610-1698-1718,30,6,0.17,24,4,0.14,SLG191_DASTool_bins_89,SLG613
k141_49170:38720-38749-39430-39459,0,10,1.0,0,5,1.0,SLG618_DASTool_bins_92,SLG1155.554
k141_4948:5508-5528-5617-5637,6,10,0.62,3,6,0.67,SLG191_DASTool_bins_89,SLG595
k141_4948:5508-5528-5617-5637,22,18,0.45,20,14,0.41,SLG191_DASTool_bins_89,SLG776
k141_4948:5508-5528-5617-5637,2,6,0.75,1,4,0.8,SLG191_DASTool_bins_89,SLG442
k141_4948:5508-5528-5617-5637,36,12,0.25,25,10,0.29,SLG191_DASTool_bins_89,SLG886
k141_4948:5508-5528-5617-5637,36,14,0.28,26,13,0.33,SLG191_DASTool_bins_89,SLG192
k141_4948:5508-5528-5617-5637,10,8,0.44,7,7,0.5,SLG191_DASTool_bins_89,SLG613
k141_4948:5508-5528-5617-5637,14,12,0.46,10,10,0.5,SLG191_DASTool_bins_89,SLG620
k141_4948:5508-5528-5617-5637,6,8,0.57,6,5,0.45,SLG191_DASTool_bins_89,SLG220
k141_4948:5508-5528-5617-5637,6,8,0.57,3,6,0.67,SLG191_DASTool_bins_89,SLG193
k141_4948:5508-5528-5617-5637,24,6,0.2,19,4,0.17,SLG191_DASTool_bins_89,SLG777
k141_5069:146279-146294-146385-146400,106,10,0.09,92,7,0.07,SLG1173_DASTool_bins_96,SLG1122
k141_51180:62954-62974-63345-63365,10,30,0.75,6,16,0.73,SLG193_DASTool_bins_10,SLG441
k141_51180:62954-62974-63345-63365,106,38,0.26,58,21,0.27,SLG193_DASTool_bins_10,SLG938
k141_51180:62954-62974-63345-63365,12,22,0.65,10,17,0.63,SLG193_DASTool_bins_10,SLG1123
k141_51180:62954-62974-63345-63365,22,38,0.63,18,18,0.5,SLG193_DASTool_bins_10,SLG593
k141_51180:62954-62974-63345-63365,16,18,0.53,7,9,0.56,SLG193_DASTool_bins_10,SLG889
k141_51180:62954-62974-63345-63365,22,32,0.59,14,19,0.58,SLG193_DASTool_bins_10,SLG422
k141_51180:62954-62974-63345-63365,6,10,0.62,6,5,0.45,SLG193_DASTool_bins_10,SLG617
k141_51180:62954-62974-63345-63365,14,10,0.42,7,5,0.42,SLG193_DASTool_bins_10,SLG653
k141_51180:62954-62974-63345-63365,26,56,0.68,11,36,0.77,SLG193_DASTool_bins_10,SLG710
k141_51180:62954-62974-63345-63365,46,50,0.52,28,31,0.53,SLG193_DASTool_bins_10,SLG620
k141_51180:62954-62974-63345-63365,64,24,0.27,34,13,0.28,SLG193_DASTool_bins_10,SLG1172
k141_51180:62954-62974-63345-63365,120,10,0.08,71,5,0.07,SLG193_DASTool_bins_10,SLG326B
k141_51180:62954-62974-63345-63365,78,44,0.36,43,26,0.38,SLG193_DASTool_bins_10,SLG657
k141_51180:62954-62974-63345-63365,16,74,0.82,10,40,0.8,SLG193_DASTool_bins_10,SLG711
k141_51180:62954-62974-63345-63365,78,18,0.19,43,11,0.2,SLG193_DASTool_bins_10,SLG613
k141_51180:62954-62974-63345-63365,28,14,0.33,14,9,0.39,SLG193_DASTool_bins_10,SLG659
k141_51180:62954-62974-63345-63365,34,16,0.32,21,11,0.34,SLG193_DASTool_bins_10,SLG442
k141_51180:62954-62974-63345-63365,40,32,0.44,23,17,0.42,SLG193_DASTool_bins_10,SLG193
k141_51180:62954-62974-63345-63365,22,16,0.42,14,10,0.42,SLG193_DASTool_bins_10,SLG712
k141_51180:62954-62974-63345-63365,4,12,0.75,2,7,0.78,SLG193_DASTool_bins_10,SLG618
k141_51180:62954-62974-63345-63365,36,20,0.36,18,13,0.42,SLG193_DASTool_bins_10,SLG595
k141_51180:62954-62974-63345-63365,28,14,0.33,20,5,0.2,SLG193_DASTool_bins_10,SLG596
k141_51180:62954-62974-63345-63365,32,54,0.63,17,32,0.65,SLG193_DASTool_bins_10,SLG887
k141_51180:62954-62974-63345-63365,6,6,0.5,5,4,0.44,SLG193_DASTool_bins_10,SLG1215
k141_51180:62954-62974-63345-63365,64,42,0.4,40,26,0.39,SLG193_DASTool_bins_10,SLG888
k141_51180:62954-62974-63345-63365,24,44,0.65,12,24,0.67,SLG193_DASTool_bins_10,SLG1216
k141_51180:62954-62974-63345-63365,18,18,0.5,13,7,0.35,SLG193_DASTool_bins_10,SLG1008
k141_51180:62954-62974-63345-63365,90,140,0.61,51,85,0.62,SLG193_DASTool_bins_10,SLG615
k141_51180:62954-62974-63345-63365,46,48,0.51,24,23,0.49,SLG193_DASTool_bins_10,SLG937
k141_51180:62954-62974-63345-63365,36,40,0.53,21,25,0.54,SLG193_DASTool_bins_10,SLG709
k141_51180:62954-62974-63345-63365,20,8,0.29,12,5,0.29,SLG193_DASTool_bins_10,SLG777
