MAG_ID	Species
MGYG000004678	Finegoldia magna
MGYG000004679	Faecalibacterium prausnitzii_C
MGYG000004683	Dysosmobacter sp004553545
MGYG000004685	CAG-245 sp900758165
MGYG000004687	Haemophilus_A parahaemolyticus
MGYG000004688	CAG-873 sp900550395
MGYG000004690	Eubacterium_R sp014465955
MGYG000004691	UBA9502 sp900555625
MGYG000004692	Collinsella aerofaciens_H
MGYG000004694	Sutterella sp900754475
MGYG000004695	Collinsella sp900554655
MGYG000004696	Collinsella sp900554665
MGYG000004698	Prevotella sp000436695
MGYG000004703	Prevotella sp900556275
MGYG000004706	Olsenella_B sp900768455
MGYG000004707	Monoglobus sp900554105
MGYG000004709	QAMX01 sp003149835
MGYG000004712	Marvinbryantia sp014385005
MGYG000004715	Eubacterium_T saphenum_A
MGYG000004716	UMGS1418 sp900551595
MGYG000004717	Megamonas hypermegale
MGYG000004719	Roseburia sp900756925
MGYG000004720	Paramuribaculum sp900759915
MGYG000004723	Acutalibacter sp900548545
MGYG000004725	UBA9475 sp900554075
MGYG000004726	Pseudoflavonifractor sp014287675
MGYG000004730	Lysinibacillus fusiformis_D
MGYG000004731	Bifidobacterium italicum
MGYG000004733	Blautia_A sp900548245
MGYG000004735	UBA7160 sp900757145
MGYG000004736	Evtepia sp004554585
MGYG000004739	Actinomyces sp000220835
MGYG000004740	Eubacterium_I sp900557275
MGYG000004743	HGM10873 sp900753645
MGYG000004744	Megamonas sp900556715
MGYG000004746	Collinsella sp900754435
MGYG000004747	Blautia sp900753905
MGYG000004754	Elizabethkingia bruuniana
MGYG000004755	UBA7741 sp900314575
MGYG000004757	UBA6398 sp900555645
MGYG000004758	Prevotella sp900553155
MGYG000004761	Collinsella sp900552145
MGYG000004762	Catenibacillus sp900553975
MGYG000004763	CAG-462 sp900291465
MGYG000004764	UBA2856 sp900555005
MGYG000004766	Collinsella sp900555765
MGYG000004769	Phascolarctobacterium faecium
MGYG000004770	Streptococcus sobrinus
MGYG000004773	Succinivibrio sp902776275
MGYG000004777	Collinsella aerofaciens_G
MGYG000004778	QANA01 sp003149735
MGYG000004779	UMGS1397 sp900551425
MGYG000004780	Neisseria sp000186165
MGYG000004783	UMGS882 sp003343885
MGYG000004784	Dysosmobacter sp900550685
MGYG000004785	Blautia_A wexlerae_B
MGYG000004786	Firm-11 sp900550955
MGYG000004788	Companilactobacillus farciminis
MGYG000004789	Streptococcus sp001556435
MGYG000004794	CAG-273 sp000435755
MGYG000004796	Megasphaera cerevisiae
MGYG000004797	Phocaeicola sartorii
MGYG000004798	Enterococcus_B hirae
MGYG000004799	Schaedlerella sp900765975
MGYG000004801	Megasphaera sp001546855
MGYG000004802	UMGS1384 sp900551265
MGYG000004804	Dialister sp900759415
MGYG000004805	Acidaminococcus fermentans_A
MGYG000004806	Collinsella sp003487125
MGYG000004809	CAG-238 sp900754805
MGYG000004810	UMGS1815 sp900555345
MGYG000004812	UBA1822 sp002314995
MGYG000004813	Proteus sp003144505
MGYG000004814	Collinsella sp900541125
MGYG000004815	UBA1417 sp900552925
MGYG000004816	Phascolarctobacterium_A sp900757795
MGYG000004819	Limosilactobacillus ingluviei
MGYG000004821	Limosilactobacillus timonensis
MGYG000004823	CAG-462 sp900765575
MGYG000004825	Sutterella sp900757865
MGYG000004826	UMGS1810 sp900555295
MGYG000004827	Collinsella sp900754385
MGYG000004828	Fusobacterium_A sp900764925
MGYG000004830	CAG-485 sp900549375
MGYG000004831	ER4 sp900552375
MGYG000004832	Lawsonibacter sp900549405
MGYG000004833	UBA5446 sp900752445
MGYG000004834	Massiliomicrobiota sp002160865
MGYG000004835	Eggerthella sp014287365
MGYG000004838	RUG023 sp900315435
MGYG000004842	Faecalimonas sp900555395
MGYG000004843	Collinsella sp900556445
MGYG000004844	Collinsella sp900754435
MGYG000004846	Collinsella sp003487125
MGYG000004847	UMGS1670 sp902406135
MGYG000004851	Nitratidesulfovibrio vulgaris
MGYG000004855	UBA9502 sp900770535
MGYG000004856	Raoultibacter timonensis
MGYG000004859	Collinsella sp008014645
MGYG000004860	Levilactobacillus namurensis
MGYG000004861	Limosilactobacillus sp012843675
MGYG000004862	CAG-762 sp900551315
MGYG000004866	Gemmiger variabilis_B
MGYG000004867	HGM11616 sp900761075
MGYG000004869	Lactonifactor sp009677585
MGYG000004872	Stoquefichus sp001244545
MGYG000004875	Collinsella sp002232035
MGYG000004877	Olsenella sp900555995
MGYG000004878	Butyricimonas sp900184685
MGYG000004883	Rothia mucilaginosa_B
MGYG000004887	UBA1417 sp002305575
MGYG000004889	UMGS1591 sp900553255
MGYG000004893	Fusobacterium_A sp900555485
MGYG000004896	Eggerthella sinensis
MGYG000004897	HGM13006 sp900756575
MGYG000004898	Weissella confusa_B
MGYG000004899	Bacteroides sp900555635
MGYG000004900	UMGS1293 sp900550385
MGYG000004902	An23 sp900545755
MGYG000004903	Blautia sp900555025
MGYG000004905	UBA7488 sp002477185
